carrier_name,ams_carrier_name_lowercase,glovebox_carrier_id,ontraport_carrier_id,Note,Website,MGA / Wholesaler
Hagerty Insurance Agency Inc,hagerty insurance agency inc,hagerty,145,,,
Hagerty Insurance Agency LLC,hagerty insurance agency llc,hagerty,145,,,
"Hagerty Insurance Agency, Inc.","hagerty insurance agency, inc.",hagerty,145,,,
"Hagerty Insurance Agency, LLC","hagerty insurance agency, llc",hagerty,145,,,
"Hagerty Insurance Agency, LLC.","hagerty insurance agency, llc.",hagerty,145,,,
Hagerty Insurance Co,hagerty insurance co,hagerty,145,,,
Hagerty Insurance Company,hagerty insurance company,hagerty,145,,,
"Halcyon Underwriters, Inc.",,,,not mapping yet,,TRUE
Hallmark Financial,hallmark financial,hallmark,162,,,
HALLMARK INS COMP,hallmark ins comp,hallmark,162,,,
Hanover,hanover,hanover,12,,,
HANOVER FIRE & CAS INS CO,hanover fire & cas ins co,hanover,12,,,
Hanover Fire & Casualty Insurance Company,hanover fire & casualty insurance company,hanover,12,,,
HANOVER INS,hanover ins,hanover,12,,,
Hanover Ins Co Grp,hanover ins co grp,hanover,12,,,
Hanover Insurance,hanover insurance,hanover,12,,,
Hanover Insurance Co,hanover insurance co,hanover,12,,,
Hanover Insurance Company,hanover insurance company,hanover,12,,,
"HANOVER INSURANCE GROUP, INC.","hanover insurance group, inc.",hanover,12,,,
Hanover Insurance/Allmerica Financial,hanover insurance/allmerica financial,hanover,12,,,
Harford Mutual Ins Co,harford mutual ins co,hartford,54,,,
Harleysville,harleysville,nationwide,20,,,
Harleysville Insurance,harleysville insurance,nationwide,20,,,
Harleysville Insurance Company of NY,harleysville insurance company of ny,nationwide,20,,,
Harleysville Lake States Insurance Co.,harleysville lake states insurance co.,nationwide,20,,,
Harleysville Mutual Insurance,harleysville mutual insurance,nationwide,20,,,
Harleysville Preferred,harleysville preferred,nationwide,20,,,
Harleysville Worcester,harleysville worcester,nationwide,20,,,
Harry W. Gorst Co.,,,,not mapping yet,,TRUE
Hart - Hartford Insurance Company of the Midwest,hart - hartford insurance company of the midwest,hartford,54,,,
Hartford,hartford,hartford,54,,,
Hartford Accident & Ind Co,hartford accident & ind co,hartford,54,,,
Hartford Casualty Insurance Company,hartford casualty insurance company,hartford,54,,,
Hartford Financial Services Group Inc,hartford financial services group inc,hartford,54,,,
Hartford Fire & Cas Grp,hartford fire & cas grp,hartford,54,,,
Hartford Fire In Co,hartford fire in co,hartford,54,,,
Hartford Fire Insurance Company,hartford fire insurance company,hartford,54,,,
Hartford Flood,hartford flood,hartford,54,,,
HARTFORD FLOOD INS,hartford flood ins,hartford,54,,,
HARTFORD INSURANCE,hartford insurance,hartford,54,,,
Hartford Insurance Co,hartford insurance co,hartford,54,,,
Hartford Insurance Co.,hartford insurance co.,hartford,54,,,
Hartford Insurance Company,hartford insurance company,hartford,54,,,
Hartford Insurance Group,hartford insurance group,hartford,54,,,
Hartford TRUMBULL INS CO,hartford trumbull ins co,hartford,54,,,
HARTFORD TWIN CITY FIRE INS CO CO,hartford twin city fire ins co co,hartford,54,,,
HASTINGS MUT INS CO,hastings mut ins co,hastingsmutual,571,,,
HASTINGS MUTUAL,hastings mutual,hastingsmutual,571,,,
Hastings Mutual Ins Co,hastings mutual ins co,hastingsmutual,571,,,
Hastings Mutual Ins. Company,hastings mutual ins. company,hastingsmutual,571,,,
Hastings Mutual Insurance,hastings mutual insurance,hastingsmutual,571,,,
Hastings Mutual Insurance Company,hastings mutual insurance company,hastingsmutual,571,,,
Haulers Insurance Company,haulers insurance company,shelter,55,,,
"Haulers Insurance Company, Inc.","haulers insurance company, inc.",shelter,55,,,
Heacock Classic Collector,heacock classic collector,heacock,589,,,
Heri - Heritage Property & Casualty Insurance Comp,heri - heritage property & casualty insurance comp,heritage,38,,,
Heritage Insurance,heritage insurance,heritage,38,,,
Heritage Insurance Company,heritage insurance company,heritage,38,,,
Heritage Prop & Cas Ins Co,heritage prop & cas ins co,heritage,38,,,
Heritage Property & Casualty,heritage property & casualty,heritage,38,,,
Heritage Property & Casualty Co,heritage property & casualty co,heritage,38,,,
Heritage Property & Casualty Co.,heritage property & casualty co.,heritage,38,,,
Heritage Property & Casualty Company,heritage property & casualty company,heritage,38,,,
Heritage Property & Casualty Ins Co,heritage property & casualty ins co,heritage,38,,,
Heritage Property & Casualty Insurance Company,heritage property & casualty insurance company,heritage,38,,,
Heritage Property And Casualty Insurance Company,heritage property and casualty insurance company,heritage,38,,,
Heritage Property Insurance Services,heritage property insurance services,heritage,38,,,
HICI - Haulers Insurance,hici - haulers insurance,shelter,55,,,
"HILLTOP HOLDINGS, INC","hilltop holdings, inc",nationallloyds,101,,,
Hippo,hippo,hippo,32,,,
Hippo Insurance,hippo insurance,hippo,32,,,
HIPPO INSURANCE COMPANY,hippo insurance company,hippo,32,,,
Hippo Insurance Services,hippo insurance services,hippo,32,,,
Hippo/Spinnaker Insurance Company,hippo/spinnaker insurance company,hippo,32,,,
HOAIC,hoaic,homeowners,534,,,
HOME STATE CNTY MUT INS CO,home state cnty mut ins co,homestate,116,,,
Home State Cnty Mut. Ins. Co.,home state cnty mut. ins. co.,homestate,116,,,
Home State Ins Grp,home state ins grp,homestate,116,,,
Home State Insurance,home state insurance,homestate,116,,,
Home-Owners Insurance Co,home-owners insurance co,autoowners,7,,,
Homeowners Choice,homeowners choice,homeownerschoice,74,,,
Homeowners Choice Insurance,homeowners choice insurance,homeownerschoice,74,,,
"Homeowners Choice Managers, Inc.","homeowners choice managers, inc.",homeownerschoice,74,,,
Homeowners Choice Prop & Cas Ins Co,homeowners choice prop & cas ins co,homeownerschoice,74,,,
Homeowners Choice Voluntary,homeowners choice voluntary,homeownerschoice,74,,,
HomeOwners Insurance Company,homeowners insurance company,autoowners,7,,,
Homeowners Of Amer Ins Co,homeowners of amer ins co,homeowners,534,,,
Homeowners of America,homeowners of america,homeowners,534,,,
Homeowners of America Ins Co (HOAIC),homeowners of america ins co (hoaic),homeowners,534,,,
Homeowners of America Insurance Company,homeowners of america insurance company,homeowners,534,,,
Homesite,homesite,homesite,693,,,
Homesite insurance,homesite insurance,homesite,693,,,
Homesite Insurance Co.,homesite insurance co.,homesite,693,,,
Homesite Insurance Company of the Midwest,homesite insurance company of the midwest,homesite,693,,,
Horace Mann Insurance,horace mann insurance,horacemann,57,,,
Houston General,houston general,houstongeneral,598,,,
Hudson Ins Co,,,,not mapping yet,https://thecolonialgroup.com/index.aspp,TRUE
Hudson Insurance Company,,,,not mapping,,
Hull & Co.,,,,not mapping yet,,TRUE
Hull & Company,,,,not mapping yet,https://ibgreen.com/,TRUE
Huston General,huston general,houstongeneral,598,,,
II/Am WINS Access,ii/am wins access,amwins,545,,,
IIAT Insurance Agency Inc,iiat insurance agency inc,rli,158,,,
Imerial Fire & Casualty Insurance Company,imerial fire & casualty insurance company,nationalgeneral,21,,,
Imperial Fire & Casualty Insurance Company,imperial fire & casualty insurance company,nationalgeneral,21,,,
IMT,imt,imt,138,,,
IMT Group,imt group,imt,138,,,
IMT GROUP (THE),imt group (the),imt,138,,,
Imt Ins Co & Affiliate,imt ins co & affiliate,imt,138,,,
IMT Insurance,imt insurance,imt,138,,,
IMT Mutual,imt mutual,imt,138,,,
Indiana Farmers Mut Ins Co,indiana farmers mut ins co,indianafarmers,521,,,
Indiana Farmers Mutual,indiana farmers mutual,indianafarmers,521,,,
Infinity,infinity,infinity,503,,,
Infinity Auto Ins Co,infinity auto ins co,infinity,503,,,
Infinity Auto Insurance,infinity auto insurance,infinity,503,,,
Infinity Cas Ins Co,infinity cas ins co,infinity,503,,,
Infinity Cnty Mut Ins Co,infinity cnty mut ins co,infinity,503,,,
Infinity County Mutual Insurance Company,infinity county mutual insurance company,kemper,22,,,
Infinity Ind Ins Co,infinity ind ins co,infinity,503,,,
Infinity Insurance,infinity insurance,infinity,503,,,
Infinity Insurance Company,infinity insurance company,infinity,503,,,
Infinity Insurance Company INC,infinity insurance company inc,infinity,503,,,
Infinity Insurance Company**additional setups required,infinity insurance company**additional setups required,infinity,503,,,
Infinity Insurance/ Kemper Auto,infinity insurance/ kemper auto,infinity,503,,,
Infinity Prop & Cas Ins Grp,infinity prop & cas ins grp,infinity,503,,,
Infinity Property & Casualty Group,infinity property & casualty group,infinity,503,,,
Infinity Safeguard Ins Co,infinity safeguard ins co,infinity,503,,,
Infinity Select Ins Co,infinity select ins co,infinity,503,,,
Insurance Co of State of PA,insurance co of state of pa,aig,62,,,
Insurance Intermediaries Inc,insurance intermediaries inc,nationwide,20,,,
Intact Insurance,intact insurance,intact,631,,,
INTEGON GENERAL INS CORP,integon general ins corp,adirondack,26,,,
INTEGON IND CORP,integon ind corp,nationalgeneral,21,,,
INTEGON NATL INS CO,integon natl ins co,nationalgeneral,21,,,
INTEGON PREFERRED INS CO,integon preferred ins co,adirondack,26,,,
Integrity Insurance,integrity insurance,integrityins,660,,,
Integrity Mutual,integrity mutual,integrityins,660,,,
Integrity Mutual Insurance Co,integrity mutual insurance co,integrityins,660,,,
INTEGRITY PROP & CAS IN,integrity prop & cas in,integrityins,660,,,
Irvin B Green & Assoc,,,,not mapping yet,https://www.jsausa.com/site/,TRUE
J C Taylor,j c taylor,integrityins,660,,,
J M Wilson Corporation,,,,not mapping yet,http://www.lsiins.com,TRUE
J. C. Taylor Antique Auto,j. c. taylor antique auto,integrityins,660,,,
J. C. Taylor Inc.,j. c. taylor inc.,integrityins,660,,,
J.C. Taylor Antique Auto,j.c. taylor antique auto,integrityins,660,,,
"J.C. Taylor Antique Auto Ins Agency, Inc","j.c. taylor antique auto ins agency, inc",integrityins,660,,,
J.C. Taylor Antique Auto Ins. Agency,j.c. taylor antique auto ins. agency,integrityins,660,,,
Jackson Sumner & Associates,,,,not mapping yet,https://www.jsausa.com/site//,TRUE
Jackson Sumner Associates,,,,not mapping yet,https://www.jmwilson.com,TRUE
Jeweler's Mutual,jeweler's mutual,jewlersmutual,680,,,
Jewelry Insurance Brokerage of North America,jewelry insurance brokerage of north america,jibna,620,,,
jibna,jibna,jibna,620,,,
JIBNA,jibna,jibna,620,,,
Jibna,jibna,jibna,620,,,
JIBNA Personal Jewelry Insurance,jibna personal jewelry insurance,jibna,620,,,
Johnson & Johnson,johnson & johnson,johnsonjohnson,653,,,
Johnson & Johnson,johnson & johnson,johnsonjohnson,653,,,
JOHNSON & JOHNSON INC,johnson & johnson inc,johnsonjohnson,653,,,
"Johnson & Johnson, Inc.","johnson & johnson, inc.",johnsonjohnson,653,,,
Kansas Mutual Insurance,kansas mutual insurance,kansasmutual,750,,,
Kemper,kemper,kemper,22,,,
Kemper Auto,kemper auto,kemper,22,,,
Kemper Auto Insurance,kemper auto insurance,kemper,22,,,
KEMPER AUTO PREMIUM,kemper auto premium,kemper,22,,,
KEMPER CORP GROUP,kemper corp group,kemper,22,,,
Kemper Corporation,kemper corporation,kemper,22,,,
KEMPER DIRECT BILL,kemper direct bill,kemper,22,,,
Kemper Group,kemper group,kemper,22,,,
KEMPER HOME,kemper home,kemper,22,,,
Kemper Independence Ins Co,kemper independence ins co,kemper,22,,,
Kemper Independence Insurance Company,kemper independence insurance company,kemper,22,,,
Kemper Insurance,kemper insurance,kemper,22,,,
KEMPER INSURANCE COMPANY,kemper insurance company,kemper,22,,,
Kemper P&C Lines,kemper p&c lines,kemper,22,,,
KEMPER PERSONAL AUTO,kemper personal auto,kemper,22,,,
KEMPER PREFERRED,kemper preferred,kemper,22,,,
Kemper Preferred,kemper preferred,kemper,22,,,
Kemper Preferred in Texas,kemper preferred in texas,kemper,22,,,
Kemper Prime,kemper prime,kemper,22,,,
Kemper Prime/Preferred,kemper prime/preferred,kemper,22,,,
Kemper Speciality,kemper speciality,kemper,22,,,
Kemper Specialty,kemper specialty,kemper,22,,,
KEMPER SPECIALTY (UNITRIN),kemper specialty (unitrin),kemper,22,,,
Key Insurance Company,key insurance company,keyins,134,,,
KING Insurance,,,,,,
King Insurance,,,,,,
Kingstone Insurance,kingstone insurance,kingstone,110,,,
Leatherstocking Co-op,leatherstocking co-op,leatherstocking,691,,,
Lemonade,lemonade,lemonade,46,,,
LEMONADE INSURANCE COMPANY,lemonade insurance company,lemonade,46,,,
Lexington Insurance,lexington insurance,lexington,635,,,
LEXINGTON INSURANCE CO,lexington insurance co,lexington,635,,,
Lexington Insurance Company,lexington insurance company,lexington,635,,,
Lexington Insurance Company.,lexington insurance company.,lexington,635,,,
Liberty Cnty Mut Ins Co,liberty cnty mut ins co,safeco,18,,,
LIBERTY COUNTY MUT INS CO,liberty county mut ins co,safeco,18,,,
Liberty Mut Grp,liberty mut grp,safeco,18,,,
Liberty Mut Ins Co,liberty mut ins co,safeco,18,,,
Liberty Mutual,liberty mutual,libertymutual,48,,,
Liberty Mutual,liberty mutual,libertymutual,48,,,
LIBERTY MUTUAL GROUP INC.,liberty mutual group inc.,safeco,18,,,
Liberty Mutual Holding Company Inc,liberty mutual holding company inc,safeco,18,,,
Liberty Mutual Ins,liberty mutual ins,safeco,18,,,
Liberty Mutual Ins Co,liberty mutual ins co,safeco,18,,,
LIBERTY MUTUAL INS.,liberty mutual ins.,safeco,18,,,
Liberty Mutual Insurance,liberty mutual insurance,safeco,18,,,
Liberty Mutual Insurance Group,liberty mutual insurance group,safeco,18,,,
Lighthouse,lighthouse,lighthouse,98,,,
Lighthouse Excalibur Insurance Company,lighthouse excalibur insurance company,lighthouse,98,,,
Lighthouse Insurance Companhy,lighthouse insurance companhy,lighthouse,98,,,
Lighthouse Insurance Company,lighthouse insurance company,lighthouse,98,,,
Lighthouse Management,lighthouse management,lighthouse,98,,,
Lighthouse Management LLC,lighthouse management llc,lighthouse,98,,,
Lighthouse Prop Ins Corp,lighthouse prop ins corp,lighthouse,98,,,
LIGHTHOUSE PROPERTY INS,lighthouse property ins,lighthouse,98,,,
Lighthouse Property Insurance,lighthouse property insurance,lighthouse,98,,,
LIGHTHOUSE PROPERTY INSURANCE COMPANY,lighthouse property insurance company,lighthouse,98,,,
Lighthouse Property Insurance Corp,lighthouse property insurance corp,lighthouse,98,,,
Lighthouse Property Insurance Corporation,lighthouse property insurance corporation,lighthouse,98,,,
Lighthouse Property Insurance/Prepared Insurance,lighthouse property insurance/prepared insurance,lighthouse,98,,,
Lititz,lititz,lutitz,640,,,
Lititz Mutual,lititz mutual,lutitz,640,,,
Lloyd's Of London,lloyd's of london,nationallloyds,101,,,
Lloyds Of London (Johnson & Johnson),lloyds of london (johnson & johnson),nationallloyds,101,,,
"Logic Underwriters, Inc.",,,,"not mapping, commercial",https://logicinsurance.com,TRUE
"LSI Insurance Services, Inc",,,,not mapping yet,https://www.macneillgroup.com/,TRUE
Luck Mutual,luck mutual,luckmutual,712,,,
Lutitz Mutual,lutitz mutual,lutitz,640,,,
MacNeil Group (Spinnaker),macneil group (spinnaker),spinnaker,600,,,
"MacNeill Group, Inc.",,,,not mapping yet,,TRUE
MADISON MUT INS CO,madison mut ins co,madison,603,,,
Madison Mutual,madison mutual,madison,603,,,
MADISON MUTUAL INS CO,madison mutual ins co,madison,603,,,
Madison Mutual Insurance Company Co.,madison mutual insurance company co.,madison,603,,,
Main Steet,main steet,mainstreetamerica,90,,,
Main Street,main street,mainstreetamerica,90,,,
Main Street Amer Protection Ins Co,main street amer protection ins co,mainstreetamerica,90,,,
MAIN STREET AMERICA,main street america,mainstreetamerica,90,,,
Main Street America Group,main street america group,mainstreetamerica,90,,,
Main Street America Protection Insurance Company,main street america protection insurance company,mainstreetamerica,90,,,
Mainland Ins Co,,,,"not mapping, commercial",,
MAINSTREET AMERICA,mainstreet america,mainstreetamerica,90,,,
Maison,maison,maison,575,,,
Maison Ins,maison ins,maison,575,,,
Maison Ins Co,maison ins co,maison,575,,,
Maison Insurance,maison insurance,maison,575,,,
"Maison Managers, Inc","maison managers, inc",maison,575,,,
Mapfre,mapfre,mapfre,52,,,
Mapfre Ins Co,mapfre ins co,mapfre,52,,,
Mapfre Insurance,mapfre insurance,mapfre,52,,,
MAPFRE Insurance Co.,mapfre insurance co.,mapfre,52,,,
Mapfre Insurance Company,mapfre insurance company,mapfre,52,,,
Maritime Program Group,maritime program group,maritimeprog,615,,,
Markel,markel,markel,666,,,
Markel Ins Co,markel ins co,markel,666,,,
Markel Insurance Company,markel insurance company,markel,666,,,
Markel/Insurit,markel/insurit,markel,666,,,
Maryland Auto Insurance,maryland auto insurance,marylandauto,702,,,
Mass Property Insurance,mass property insurance,MPIUA,646,,,
MASSACHUSETTS BAY INSURANCE CO,massachusetts bay insurance co,hanover,12,,,
Massachusetts Bay Insurance Co,massachusetts bay insurance co,hanover,12,,,
MAX Insurance,max insurance,max,518,,,
MAX Insurance-MutualAid eXchange,max insurance-mutualaid exchange,max,518,,,
MCGRAW,mcgraw,pacificspecialty,552,,,
MCGRAW INSURANCE,mcgraw insurance,pacificspecialty,552,,,
McPherson Mutual,mcpherson mutual,mcphersonmutual,718,,,
Mcpherson Mutual,mcpherson mutual,mcphersonmutual,718,,,
MDOW,mdow,columbialloyds,671,,,
Member Select Ins Co,member select ins co,aaa,10,,,
Mendota,mendota,mendota,532,,,
Mendota Ins Co,mendota ins co,mendota,532,,,
Mendota Insurance,mendota insurance,mendota,532,,,
Mendota Insurance Co,mendota insurance co,mendota,532,,,
MENDOTA INSURANCE COMP,mendota insurance comp,mendota,532,,,
Merc - Mercury Indemnity of GA,merc - mercury indemnity of ga,mercury,33,,,
Merc - Mercury Insurance Co of GA,merc - mercury insurance co of ga,mercury,33,,,
MERCHANTS INSURANCE GROUP,merchants insurance group,merchants,563,,,
Mercury,mercury,mercury,33,,,
MERCURY COUNTY MUT INS CO,mercury county mut ins co,mercury,33,,,
Mercury Gen Grp,mercury gen grp,mercury,33,,,
MERCURY IND CO OF AMER,mercury ind co of amer,mercury,33,,,
Mercury Insurance,mercury insurance,mercury,33,,,
Mercury Insurance Company - CA,mercury insurance company - ca,mercury,33,,,
Mercury Insurance Group,mercury insurance group,mercury,33,,,
Meridian Security Ins Co,meridian security ins co,stateauto,713,,,
Merrimack Mutual Fire,merrimack mutual fire,andover,73,,,
Met Life,met life,metlife,13,,,
MET P&C - Premier,met p&c - premier,metlife,13,,,
MetLife,metlife,metlife,13,,,
MetLife Auto & Home,metlife auto & home,metlife,13,,,
MetLife Auto & Home?,metlife auto & home?,metlife,13,,,
MetLife Auto & Home®,metlife auto & home®,metlife,13,,,
MetLife Auto and Home,metlife auto and home,metlife,13,,,
MetLife GA,metlife ga,metlife,13,,,
Metromile,metromile,metromile,139,,,
Metropolitan,metropolitan,metlife,13,,,
METROPOLITAN CAS INS CO,metropolitan cas ins co,metlife,13,,,
Metropolitan Direct Prop. and Cas. Ins. Co.,metropolitan direct prop. and cas. ins. co.,metlife,13,,,
METROPOLITAN DRT PROP & CAS INS CO,metropolitan drt prop & cas ins co,metlife,13,,,
Metropolitan P & C Insurance Company,metropolitan p & c insurance company,metlife,13,,,
Metropolitan P&C Ins Co & Affilia,metropolitan p&c ins co & affilia,metlife,13,,,
Metropolitan Prop & Cas Ins Co,metropolitan prop & cas ins co,metlife,13,,,
METROPOLITAN PROPERTY & CAS INS CO,metropolitan property & cas ins co,metlife,13,,,
Metropolitan Property and Casualty Inc,metropolitan property and casualty inc,metlife,13,,,
MexiPass,mexipass,mexipass,748,,,
Michigan Basic Property,michigan basic property,michiganbasic,628,,,
Michigan Insurance Company,michigan insurance company,michiganinsurance,587,,,
Middlesex Ins Co,middlesex ins co,dairyland,58,,,
Midwest Family Mutual,midwest family mutual,midwestfamily,568,,,
Midwest Family Mutual Ins Co,midwest family mutual ins co,midwestfamily,568,,,
Milbank Ins Co,milbank ins co,stateauto,17,,,
Mile Auto,mile auto,mileauto,157,,,
Millville Mutual Ins Co,millville mutual ins co,millville,725,,,
MIssion Select,mission select,missionselect,621,,,
Mission Select Insurance Company,mission select insurance company,missionselect,621,,,
Motion Auto,motion auto,motionauto,31,,,
Motion Auto Insurance,motion auto insurance,motionauto,31,,,
Motorist Insurance,motorist insurance,motorist,506,,,
Mount Morris Mutual,mount morris mutual,mtmorris,714,,,
MPIUA,mpiua,MPIUA,646,,,
MSA Group (Main Street America),msa group (main street america),mainstreetamerica,90,,,
MSA Protection Insurance Co,msa protection insurance co,mainstreetamerica,90,,,
MT MORRIS MUTUAL INS,mt morris mutual ins,mtmorris,714,,,
Mutual Aid Exchange,mutual aid exchange,max,518,,,
Mutual of Enumclaw,mutual of enumclaw,enumclaw,100,,,
Mutualaid Exchange,mutualaid exchange,max,518,,,
N Y Property Ins Underwriting Association (Fairplan),n y property ins underwriting association (fairplan),nypiua,699,,,
Narragansett Bay,narragansett bay,narragansettbay,331,,,
Narragansett Bay Ins. Co.,narragansett bay ins. co.,narragansettbay,331,,,
Narragansett Bay Insurance Company,narragansett bay insurance company,narragansettbay,331,,,
Narrangansett Bay,narrangansett bay,narragansettbay,331,,,
NAT - Nationwide General Insurance Company,nat - nationwide general insurance company,nationwide,20,,,
NAT - Nationwide Insurance Company of America,nat - nationwide insurance company of america,nationwide,20,,,
NatGen Premier,natgen premier,nationalgeneral,21,,,
National Cas Co,national cas co,nationwide,20,,,
National Casualty Company,,,,not mapping yet,https://www.nrsinsurance.com/login.aspx,TRUE
National Casualty Company,,,,not mapping,,
National Fire & Marine Ins Co,national fire & marine ins co,johnsonjohnson,653,,,
National Gen Assur Co,national gen assur co,nationalgeneral,21,,,
National General / Imperial,national general / imperial,nationalgeneral,21,,,
National Gen Ins Co,national gen ins co,nationalgeneral,21,,,
National General,national general,nationalgeneral,21,,,
National General,national general,nationalgeneral,21,,,
NAT GEN PREM,nat gen prem,nationalgeneral,21,,,
"NATIONAL GENERAL INSURANCE, INC","national general insurance, inc",nationalgeneral,21,,,
National General (formerly GMAC),national general (formerly gmac),nationalgeneral,21,,,
NATIONAL GENERAL FLOOD,national general flood,nationalgeneral,21,,,
National General Holdings,national general holdings,nationalgeneral,21,,,
National General Holdings Corp,national general holdings corp,nationalgeneral,21,,,
National General Holdings Corp.,national general holdings corp.,nationalgeneral,21,,,
NATIONAL GENERAL HOME,national general home,nationalgeneral,21,,,
NATIONAL GENERAL INS,national general ins,nationalgeneral,21,,,
NATIONAL GENERAL INS CO,national general ins co,nationalgeneral,21,,,
National General Ins Co.,national general ins co.,nationalgeneral,21,,,
NATIONAL GENERAL INSURANCE,national general insurance,nationalgeneral,21,,,
National General Insurance Co.,national general insurance co.,nationalgeneral,21,,,
National General Insurance Company,national general insurance company,nationalgeneral,21,,,
National General(Gmac/Mountain Valley/ Clearside),national general(gmac/mountain valley/ clearside),nationalgeneral,21,,,
national Grange,national grange,mainstreetamerica,90,,,
National Grange /Main Street America,national grange /main street america,mainstreetamerica,90,,,
National Grange Mutual,national grange mutual,mainstreetamerica,90,,,
National Lloyds,national lloyds,nationallloyds,101,,,
NATIONAL LLOYDS INS,national lloyds ins,nationallloyds,101,,,
National Lloyds Ins. Co.,national lloyds ins. co.,nationallloyds,101,,,
National Lloyds Insurance,national lloyds insurance,nationallloyds,101,,,
National Risk Solutions,,,,not mapping yet,https://www.nautilusinsgroup.com/,TRUE
NATIONAL SECURITY,national security,nationalsecuritygroup,584,,,
National Security Fire & Cas Co,national security fire & cas co,nationalsecuritygroup,584,,,
National Security Fire & Casualty Company,national security fire & casualty company,nationalsecuritygroup,584,,,
National Security Fire and Casualty Co,national security fire and casualty co,nationalsecuritygroup,584,,,
National Security Fire and Casualty Company,national security fire and casualty company,nationalsecuritygroup,584,,,
National Security Ins Co,national security ins co,nationalsecuritygroup,584,,,
Nationwide,nationwide,nationwide,20,,,
Nationwide | Harleysville Insurance,nationwide | harleysville insurance,nationwide,20,,,
Nationwide Affinity Co Of Amer,nationwide affinity co of amer,nationwide,20,,,
Nationwide Affinity Company of America,nationwide affinity company of america,nationwide,20,,,
Nationwide Affinity Ins,nationwide affinity ins,nationwide,20,,,
NATIONWIDE AGRIBUSINESS INS CO,nationwide agribusiness ins co,nationwide,20,,,
Nationwide Brokeage Solutions / III,nationwide brokeage solutions / iii,nationwide,20,,,
Nationwide Brokerage Solutions,nationwide brokerage solutions,nationwide,20,,,
Nationwide Brokerage Solutions (NBS),nationwide brokerage solutions (nbs),nationwide,20,,,
Nationwide Corp Grp,nationwide corp grp,nationwide,20,,,
Nationwide Gen Ins Co,nationwide gen ins co,nationwide,20,,,
NATIONWIDE GENERAL INS CO,nationwide general ins co,nationwide,20,,,
NATIONWIDE GENERAL INSURANCE COMPANY,nationwide general insurance company,nationwide,20,,,
NATIONWIDE INS,nationwide ins,nationwide,20,,,
NATIONWIDE INS CO,nationwide ins co,nationwide,20,,,
Nationwide Ins Co Of Amer,nationwide ins co of amer,nationwide,20,,,
Nationwide Ins. Co.,nationwide ins. co.,nationwide,20,,,
Nationwide Insurance,nationwide insurance,nationwide,20,,,
Nationwide Insurance Companies,nationwide insurance companies,nationwide,20,,,
Nationwide Insurance Company,nationwide insurance company,nationwide,20,,,
Nationwide Insurance Company of America,nationwide insurance company of america,nationwide,20,,,
Nationwide Lloyds,nationwide lloyds,nationwide,20,,,
Nationwide Mut Fire Ins Co,nationwide mut fire ins co,nationwide,20,,,
Nationwide Mut Ins Co,nationwide mut ins co,nationwide,20,,,
Nationwide Mutual,nationwide mutual,nationwide,20,,,
Nationwide Mutual Fire Insurance Company,nationwide mutual fire insurance company,nationwide,20,,,
Nationwide Mutual Ins Company,nationwide mutual ins company,nationwide,20,,,
Nationwide Mutual Insurance,nationwide mutual insurance,nationwide,20,,,
Nationwide Mutual Insurance Co,nationwide mutual insurance co,nationwide,20,,,
Nationwide Mutual Insurance Co-FNA Allied,nationwide mutual insurance co-fna allied,nationwide,20,,,
Nationwide Mutual Insurance Company,nationwide mutual insurance company,nationwide,20,,,
Nationwide Mutual Property and Casualty,nationwide mutual property and casualty,nationwide,20,,,
Nationwide Private Client,nationwide private client,nationwidepc,595,,,
Nationwide Prop & Cas Ins Co,nationwide prop & cas ins co,nationwide,20,,,
NATIONWIDE PROP & CAS INS CO,nationwide prop & cas ins co,nationwide,20,,,
Nationwide/Allied Insurance,nationwide/allied insurance,nationwide,20,,,
Nationwide/Allied Insurance Company,nationwide/allied insurance company,nationwide,20,,,
Natural Catastrophe Insurance Program,natural catastrophe insurance program,ncip,657,,,
Nautilus Insurance,,,,not mapping yet,https://www.youroga.com,TRUE
Nautilus Insurance,,,,not mapping,,
Nazareth Mutual Insurance Co,nazareth mutual insurance co,nazareth,726,,,
NC Grange Mutual Insurance,nc grange mutual insurance,ncgrange,639,,,
NCIP,ncip,ncip,657,,,
NCJUA,ncjua,ncjointuw,592,,,
NEPTUNE,neptune,neptuneflood,514,,,
Neptune Flood,neptune flood,neptuneflood,514,,,
Neptune Flood Inc,neptune flood inc,neptuneflood,514,,,
Neptune Flood Insurance,neptune flood insurance,neptuneflood,514,,,
Neptune Insurance,neptune insurance,neptuneflood,514,,,
New Jersey Manufacturers Insurance,new jersey manufacturers insurance,newjerseymanufacturers,76,,,
New London County Ins,new london county ins,newlondon,647,,,
New London County Mutual,new london county mutual,newlondon,647,,,
New York Central,new york central,nycm,80,,,
New York Central Mutual,new york central mutual,nycm,80,,,
NEW YORK CENTRAL MUTUAL INSURANCE COMPANY,new york central mutual insurance company,nycm,80,,,
New York Mutual Underwriters,new york mutual underwriters,nymutual,688,,,
New York Property Insurance Underwriting Association,new york property insurance underwriting association,nypiua,699,,,
Next Wave,,,,not mapping,https://www.nextwaveins.com,TRUE
Next Wave Insurance,,,,not mapping,https://www.nextwaveins.com,TRUE
Next Wave Insurance Services,,,,not mapping,https://www.nextwaveins.com,TRUE
"Next Wave Insurance Services, LLC",,,,not mapping,https://www.nextwaveins.com,TRUE
NGM Insurance Company,ngm insurance company,grange,59,,,
